time,ACCESS-ESM1-5,GFDL-ESM4,EC-EARTH3-VEG,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,IPSL-CM6A-LR,MRI-ESM2-0,CESM2,TAIESM1,CESM2-WACCM,CAMS-CSM1-0,ACCESS-CM2,MPI-ESM1-2-HR,CMCC-CM2-SR5,INM-CM4-8,INM-CM5-0,NORESM2-MM,EC-EARTH3
2088.0,461514240000.0,985099900000.0,605690860000.0,434915540000.0,648177000000.0,177460430000.0,431014670000.0,605969500000.0,514368400000.0,419834360000.0,601565600000.0,1013869500000.0,454162300000.0,778047700000.0,510604350000.0,916193350000.0,735354600000.0,704812200000.0,475317630000.0
2089.0,440764960000.0,962544660000.0,580031150000.0,414882400000.0,619805700000.0,166977010000.0,411120900000.0,582696200000.0,491965680000.0,399401350000.0,581419800000.0,992434300000.0,429493130000.0,748433900000.0,488633570000.0,905907100000.0,714206940000.0,684035600000.0,448150440000.0
2090.0,420649730000.0,932742300000.0,549190960000.0,393959000000.0,590680400000.0,155452800000.0,390335300000.0,564275200000.0,473172770000.0,376252600000.0,557638200000.0,981022600000.0,404408630000.0,720707800000.0,466405980000.0,893906000000.0,698696470000.0,663267000000.0,421219900000.0
2091.0,402453820000.0,900981800000.0,523209440000.0,373107980000.0,559279240000.0,146843200000.0,367395440000.0,545647950000.0,452231900000.0,356841400000.0,529742800000.0,958266000000.0,379677380000.0,696212600000.0,442689550000.0,872952000000.0,676205200000.0,639003500000.0,399252160000.0
2092.0,388115960000.0,879258570000.0,496551620000.0,353157000000.0,539632300000.0,138395350000.0,344641500000.0,528087100000.0,430415100000.0,334182200000.0,508301480000.0,929764200000.0,354361300000.0,672293200000.0,421574150000.0,854551800000.0,664071440000.0,616330000000.0,379136870000.0
2093.0,366507850000.0,851199400000.0,465597660000.0,331926770000.0,512850070000.0,131521870000.0,323699500000.0,505408650000.0,409927020000.0,312846940000.0,479971740000.0,907281370000.0,326630670000.0,644149300000.0,402194600000.0,835546400000.0,648869700000.0,594320500000.0,357256630000.0
2094.0,345350440000.0,824944800000.0,433285560000.0,310959440000.0,487677000000.0,124108276000.0,304791750000.0,484721460000.0,393259550000.0,293272800000.0,458273360000.0,877273000000.0,307760760000.0,618371700000.0,383044940000.0,820298600000.0,633185040000.0,575696860000.0,334064030000.0
2095.0,327838300000.0,806578900000.0,410095060000.0,293800050000.0,463862200000.0,118558980000.0,287437500000.0,461175030000.0,372472020000.0,273951100000.0,438142000000.0,852281800000.0,289492730000.0,596851600000.0,362533550000.0,800039500000.0,617050800000.0,559491060000.0,314069800000.0
2096.0,312829770000.0,786964400000.0,383439670000.0,278156250000.0,441253000000.0,112507990000.0,271337620000.0,439328870000.0,350241850000.0,252680900000.0,416642760000.0,834032800000.0,267337880000.0,575988760000.0,341724330000.0,775457540000.0,596012040000.0,539306720000.0,291549640000.0
2097.0,296541320000.0,762847360000.0,356843880000.0,264455240000.0,423030900000.0,105477080000.0,255193680000.0,420400730000.0,331306430000.0,235721310000.0,399041360000.0,806304500000.0,251204440000.0,553612200000.0,319924900000.0,756860700000.0,571129300000.0,521240770000.0,270475120000.0
2098.0,280604970000.0,733412660000.0,330647080000.0,248784620000.0,402531940000.0,99989890000.0,236250700000.0,395371900000.0,310578770000.0,217538900000.0,376386000000.0,781674400000.0,230407780000.0,533639270000.0,294558660000.0,745833900000.0,553021540000.0,498205980000.0,251252240000.0
2099.0,266242790000.0,705472600000.0,312149740000.0,231711030000.0,383944030000.0,94352930000.0,220123250000.0,374430270000.0,292522620000.0,201554200000.0,355101870000.0,760786000000.0,212082790000.0,515688960000.0,281277370000.0,728913800000.0,534642720000.0,477430840000.0,230503220000.0
2100.0,246969570000.0,680431900000.0,294527470000.0,220001040000.0,365294620000.0,88896365000.0,208605280000.0,358995850000.0,274000900000.0,187582300000.0,331347130000.0,750202800000.0,192816020000.0,496225100000.0,266271010000.0,714517400000.0,519126400000.0,459723700000.0,213766950000.0
